"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"716",716,"210506","To ask the Attorney General, how many asset freezing orders the CPS applied for in each of the last eight years; and how many such applications were successful.","<p>The CPS holds records of the number of asset freezing orders which it has obtained, but not the number of orders which it applied for during the last 8 years. On 30 June 2014, as part of work to tackle organised crime, the Director of Public Prosecutions launched a new service within the CPS which will work exclusively on recovering assets from criminals convicted in England and Wales. CPS Proceeds of Crime (CPSPOC) is responsible for all CPS restraint activity. CPSPOC will compile information as to how many asset freezing orders are applied for and how many are granted. This information will be available in future financial years.</p><p> </p><p> </p><p> </p><p>The table below sets out the total number of asset freezing orders obtained by the CPS in each of the last eight financial years. There has been a drop in the number of asset freezing orders obtained by the CPS since 2010-11. This is partly due to a fall in the type of investigations that lead to restraint orders being required and partly due to the decision in Windsor v CPS [2011] EWCA Crim 143, which tightened the evidential requirements needed with ex parte applications for restraint orders at the investigation stage.</p><p> </p><p> </p><p> </p><table><thead><tr><td><p><strong>Financial Year</strong></p></td><td><p><strong>Number of asset freezing orders obtained </strong></p></td></tr></thead><tbody><tr><td><p>2006-07</p></td><td><p>855</p></td></tr><tr><td><p>2007-08</p></td><td><p>1352</p></td></tr><tr><td><p>2008-09</p></td><td><p>1567</p></td></tr><tr><td><p>2009-10</p></td><td><p>1471</p></td></tr><tr><td><p>2010-11</p></td><td><p>1730</p></td></tr><tr><td><p>2011-12</p></td><td><p>1401</p></td></tr><tr><td><p>2012-13</p></td><td><p>1296</p></td></tr><tr><td><p>2013-14</p></td><td><p>1246</p></td></tr><tr><td><p>April 2014-Sep 2014</p></td><td><p>553</p></td></tr></tbody></table><p> </p>","Thornberry, Emily","Labour","Islington South and Finsbury","Buckland, Robert",2014-10-14,2014-10-21,61,"order, confiscated, asset"
"717",717,"210545","To ask the Attorney General, how many (a) pre-charge decisions, (b) prosecutions and (c) convictions there were in child abuse cases in each year since 2006-07.","<p>The Crown Prosecution Service (CPS) maintains a central record of the number of cases of child abuse, referred for a pre-charge decision or prosecuted, by way of a monitoring flag.</p><p> </p><p> </p><p> </p><p>The CPS definition of child abuse covers any case where the victim was under 18 years of age at the time of the offence and includes physical, emotional and sexual criminal offences, as well as neglect of a child and non-recent child abuse where the victim is now an adult. It The data is accurate only to the extent that the flag has been correctly applied.</p><p> </p><p> </p><p> </p><p>During each of the last eight years the number of pre-charge decisions made, against suspects alleged to have committed offences involving child abuse, is as follows:</p><p> </p><p> </p><p> </p><table><tbody><tr><td><p> </p></td><td><p><strong>Pre-Charge Decisions</strong></p></td></tr><tr><td><p><strong>2006-2007</strong></p></td><td><p>11,485</p></td></tr><tr><td><p><strong>2007-2008</strong></p></td><td><p>11,542</p></td></tr><tr><td><p><strong>2008-2009</strong></p></td><td><p>11,094</p></td></tr><tr><td><p><strong>2009-2010</strong></p></td><td><p>12,691</p></td></tr><tr><td><p><strong>2010-2011</strong></p></td><td><p>13,015</p></td></tr><tr><td><p><strong>2011-2012</strong></p></td><td><p>11,610</p></td></tr><tr><td><p><strong>2012-2013</strong></p></td><td><p>9,379</p></td></tr><tr><td><p><strong>2013-2014</strong></p></td><td><p>11,187</p></td></tr></tbody></table><p> </p><p>Data Source: CPS Case Management Information System</p><p> </p><p> </p><p> </p><p>In the same period, the number of defendants prosecuted and convicted, in cases flagged as child abuse is as follows:</p><p> </p><table><tbody><tr><td><p> </p></td><td><p><strong>Total Prosecuted</strong></p></td><td><p><strong>Convictions</strong></p></td><td><p><strong>% Convictions</strong></p></td></tr><tr><td><p><strong>2006-2007</strong></p></td><td><p>7,337</p></td><td><p>5,216</p></td><td><p>71.1%</p></td></tr><tr><td><p><strong>2007-2008</strong></p></td><td><p>7,587</p></td><td><p>5,499</p></td><td><p>72.5%</p></td></tr><tr><td><p><strong>2008-2009</strong></p></td><td><p>7,381</p></td><td><p>5,479</p></td><td><p>74.2%</p></td></tr><tr><td><p><strong>2009-2010</strong></p></td><td><p>8,079</p></td><td><p>6,043</p></td><td><p>74.8%</p></td></tr><tr><td><p><strong>2010-2011</strong></p></td><td><p>9,235</p></td><td><p>6,855</p></td><td><p>74.2%</p></td></tr><tr><td><p><strong>2011-2012</strong></p></td><td><p>8,581</p></td><td><p>6,444</p></td><td><p>75.1%</p></td></tr><tr><td><p><strong>2012-2013</strong></p></td><td><p>7,558</p></td><td><p>5,755</p></td><td><p>76.1%</p></td></tr><tr><td><p><strong>2013-2014</strong></p></td><td><p>7,998</p></td><td><p>6,096</p></td><td><p>76.2%</p></td></tr></tbody></table><p> </p><p>Data Source: CPS Case Management Information System</p><p> </p><p> </p><p>This information is available within the CPS’s annual ‘Violence against Women and Girls Report 2013-14’.</p>","Thornberry, Emily","Labour","Islington South and Finsbury","Buckland, Robert",2014-10-14,2014-10-17,52,"2006, 07, borough"
"718",718,"210546","To ask the Attorney General, how many and what proportion of local authorities in England and Wales have adopted the new information-sharing protocol between the Crown Prosecution Service, police and councils.","<p>Implementation of the measures in the national protocol is secured through agreement of local arrangements. The Crown Prosecution Service (CPS) maintains no central records of the number of local authorities that have adopted the national 2013 Protocol. However, in a recent survey of Chief Crown Prosecutors, the CPS found that, following the publication of the national multi-agency 2013 protocol, 82 of the 174 Local Authorities responsible for children’s services have so far signed local disclosure protocols.</p><p> </p>","Thornberry, Emily","Labour","Islington South and Finsbury","Wright, Jeremy",2014-10-14,2014-10-21,25,"crown, service, prosecute"
"719",719,"210566","To ask the Attorney General, whether the police have contacted the Crown Prosecution Service in regards to whether the practice of payday lenders or others issuing legal demands through letters from fake solicitors constitutes a criminal offence.","<p>The Crown Prosecution Service (CPS) is aware that City of London Police, the national police lead in substantial fraud investigations, is currently considering the widely-reported case involving Wonga. To date the CPS have not been asked by the police as to whether the practice of issuing letters from fake solicitors constitutes a criminal offence.</p><p> </p><p> </p><p> </p><p>Any referral to the CPS will be made to the CPS Specialist Fraud Division, who would provide wider advice about whether such practices constitute a criminal offence if that was requested by the police.</p><p> </p><p> </p><p> </p>","Thornberry, Emily","Labour","Islington South and Finsbury","Buckland, Robert",2014-10-14,2014-10-21,55,"2003, act, sexual"
"720",720,"210567","To ask the Attorney General, how many and what proportion of Crown Prosecution Service rape-flagged convictions were for (a) a rape charge, (b) another sexual offence, (c) an offence against the person and (d) a non-violent offence in each of the last five years.","<p>The Crown Prosecution Service (CPS) maintains records of the number of defendants prosecuted and convicted, where the rape monitoring flag has been applied to the case.</p><p> </p><p> </p><p> </p><p>A rape flag is applied at the onset of a case, and remains in place even if the charges are subsequently amended or dropped. It follows that there may be cases where a person was proceeded against for rape but convicted of another offence.</p><p> </p><p> </p><p> </p><p>The CPS also records prosecution outcomes according to Principal Offence Categories.</p><p> </p><p> </p><p> </p><p>The CPS does not record outcome by individual charge and is therefore unable to provide data in respect of (a) as this would require the review of individual case files and incur disproportionate cost. Likewise, it is not possible to distinguish between convictions for rape and for other sexual offences and therefore it is not possible to provide data in respect of (b).</p><p> </p><p> </p><p> </p><p>(c) The way in which the CPS recording system operates means only one principal offence category is assigned to each case, and these are assigned in hierarchical order.</p><p> </p><p> </p><p> </p><p>We can provide data on those cases flagged as rape and finalised in the ‘offences against the person’ principal offence category, however it is important to note that in such cases, a conviction for the rape charge may have also been secured.</p><p> </p><p> </p><p> </p><p>During each of the last five years the number and proportion of defendants convicted, for cases flagged as rape and where the Principal Offence Category was identified as ‘Offences against the Person’ is as follows:</p><p> </p><table><tbody><tr><td><p> </p></td><td colspan=""3""><p><strong>Offences Against The Person Flagged as Rape</strong></p></td></tr><tr><td colspan=""2""><p><strong>2009-2010</strong></p></td><td><p>217</p></td><td><p>9.7%</p></td></tr><tr><td colspan=""2""><p><strong>2010-2011</strong></p></td><td><p>189</p></td><td><p>7.8%</p></td></tr><tr><td colspan=""2""><p><strong>2011-2012</strong></p></td><td><p>168</p></td><td><p>7.0%</p></td></tr><tr><td colspan=""2""><p><strong>2012-2013</strong></p></td><td><p>197</p></td><td><p>8.6%</p></td></tr><tr><td colspan=""2""><p><strong>2013-2014</strong></p></td><td><p>175</p></td><td><p>7.6%</p></td></tr><tr><td> </td><td> </td><td> </td><td> </td></tr></tbody></table><p> </p><p>Data Source: CPS Management Information System</p><p> </p><p> </p><p> </p><p>(d) Each Principal Offence Category includes a broad range of offences; some involving violence and some non-violent. In order to establish the number of rape flagged defendants convicted of a non-violent offence would require the review of individual case files which would incur disproportionate cost.</p><p> </p>","Thornberry, Emily","Labour","Islington South and Finsbury","Buckland, Robert",2014-10-14,2014-10-21,92,"violence, girl, sexual"
"721",721,"210081","To ask the Attorney General, what the total private finance initiative liabilities of the Law Officers' Departments are for the next 20 years; and if he will make a statement.","<p>The total private finance initiative liabilities (PFI) of the Crown Prosecution Service (CPS) for the next 20 years are set out in the table below.</p><p> </p><table><tbody><tr><td><p><strong>2014/15</strong></p></td><td><p><strong>2015/16</strong></p></td><td><p><strong>Total</strong></p></td><td><p><strong> </strong></p></td></tr><tr><td><p><strong> </strong></p></td><td><p><strong> </strong></p></td><td><p><strong> </strong></p></td><td><p><strong> </strong></p></td></tr><tr><td><p><strong>£'000</strong></p></td><td><p><strong>£'000</strong></p></td><td><p><strong>£’000</strong></p></td><td><p><strong> </strong></p></td></tr><tr><td><p>5,933</p></td><td><p>4,554</p></td><td><p>10,487</p></td><td><p> </p></td></tr></tbody></table><p> </p><p> </p><p> </p><p><strong> </strong></p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p>Under their current terms the CPS’s two PFI contracts are set to expire at the end of November 2015. The CPS PFI liabilities will therefore end in 2015/16.</p><p> </p><p> </p><p> </p><p>The figures contained in the table above are drawn from Note 16 of the CPS 2013/14 Annual Report and Accounts, ‘Commitments under PFI contracts’.</p><p> </p><p> </p><p> </p><p>The remaining Law Officers’ Departments do not have any PFI liabilities.</p><p> </p>","Kirby, Simon","Conservative","Brighton, Kemptown","Buckland, Robert",2014-10-13,2014-10-20,86,"initiated, finance, private"
"722",722,"HL1901","To ask Her Majesty’s Government how much compensation has been paid by the Treasury Solicitor in response to claims on behalf of victims of trafficking in each of the last five years.","<p>Claims relating to human trafficking can arise in a range of different types of litigation –for example immigration, unlawful detention or claims under Article 4 of the ECHR (prohibition of slavery and forced labour).</p><p>The Treasury Solicitor’s Department does not maintain data which would readily enable claims from victims of trafficking to be distinguished from the other claims they handle. To obtain an accurate compensation figure would therefore involve disproportionate cost.</p><p> </p>","Baroness Doocey","Not found",NA,"Lord Wallace of Tankerness",2014-09-26,2014-10-13,98,"claims, compensation, spent"
"723",723,"209434","To ask the Attorney General, how many stalking and harassment cases were recorded in each year since 2011.","<p>The records held by the Crown Prosecution Service (CPS) indicate the number of offences charged, in which a prosecution commenced at magistrates’ courts, rather than identifying the number of defendants prosecuted. The Protection from Harassment Act 1997 created the offence of harassment and latterly, as amended by the Protection of Freedoms Act 2012, stalking.</p><p> </p><p> </p><p> </p><p>In each year since 2011-12 the number of offences charged by way of the stalking or harassment offences under the Act is as follows:</p><p> </p><p> </p><p> </p><table><tbody><tr><td> </td><td><p><strong>2011-2012</strong></p></td><td><p><strong>2012-2013</strong></p></td><td><p><strong>2013-2014</strong></p></td></tr><tr><td><p>Protection from Harassment Act 1997</p><p>{ 2A(1) and (4) }</p></td><td><p>0</p></td><td><p>72</p></td><td><p>529</p></td></tr><tr><td><p>Protection from Harassment Act 1997</p><p>{ 4A(1)(a)(b)(i) and (5) }</p></td><td><p>0</p></td><td><p>9</p></td><td><p>65</p></td></tr><tr><td><p>Protection from Harassment Act 1997</p><p>{ 4A(1)(a)(b)(ii) and (5) }</p></td><td><p>0</p></td><td><p>10</p></td><td><p>149</p></td></tr><tr><td><p><strong>TOTAL - STALKING OFFENCES</strong></p></td><td><p><strong>0</strong></p></td><td><p><strong>91</strong></p></td><td><p><strong>743</strong></p></td></tr><tr><td><p>Protection from Harassment Act 1997</p><p>{ 2(1) and (2) }</p></td><td><p>7,713</p></td><td><p>7,159</p></td><td><p>8,303</p></td></tr><tr><td><p>Protection from Harassment Act 1997</p><p>{ 4(1) and (4) }</p></td><td><p>1,632</p></td><td><p>1,398</p></td><td><p>1,489</p></td></tr><tr><td><p><strong>TOTAL - HARASSMENT OFFENCES</strong></p></td><td><p><strong>9,345</strong></p></td><td><p><strong>8,557</strong></p></td><td><p><strong>9,792</strong></p></td></tr><tr><td><p><strong>TOTAL S2, S2A, S4 &amp; S4A PHA </strong></p><p><strong>1997 OFFENCES</strong></p></td><td><p><strong>9,345</strong></p></td><td><p><strong>8,648</strong></p></td><td><p><strong>10,535</strong></p></td></tr></tbody></table><p>Data Source: CPS Case Management Information System</p><table><tbody><tr><td> </td></tr></tbody></table><p> </p><p> </p><p>There is no indication of the number of individual defendants prosecuted for these offences or the final outcome of the prosecution proceeding or if the charged offence was the substantive charge at the time of finalisation. It is often the case that an individual defendant is charged with more than one offence against the same victim.</p><p> </p>","Henderson, Gordon","Conservative","Sittingbourne and Sheppey","Buckland, Robert",2014-09-26,2014-10-14,74,"stalking, course, pervert"
"724",724,"209462","To ask the Attorney General, how many (a) direct employees, (b) outsourced workers and (c) workers in agencies which report to the Law Officers' Departments are paid less than the Living Wage as defined by the Living Wage Foundation.","<p>The CPS currently employs one member of staff whose salary is below the rate defined by the Living Wage Foundation. As a result of proposed changes to pay ranges, this employee will be paid a salary in excess of the living wage once the associated collective bargaining process has concluded. This will be backdated to 1 April 2014.</p><p> </p><p> </p><p> </p><p>No direct employees of the Treasury Solicitor’s Office are paid less than the living wage. However, at 30 September 2014 The Treasury Solicitor’s Office had eleven temporary workers in London receiving less than the living wage although this position will change after 12 weeks of engagement in line with the Agency Workers legislation. At that point, their salary will increase to a higher rate of pay comparable to the rate of a direct employee. All other temporary workers are paid more than the living wage.</p><p> </p><p> </p><p> </p><p>No direct employees or temporary workers employed by the remaining Law Officers' Departments are paid less than the living wage.</p><p>A complete record on the pay arrangements for staff employed by companies contracted to provide services to the Law Officers' Departments is not held and could not be provided without incurring a disproportionate cost.</p>","Field, Frank","Labour","Birkenhead","Buckland, Robert",2014-09-26,2014-10-14,89,"wage, less, live"
"725",725,"209473","To ask the Attorney General, how many officials in the Law Officers' Departments of each (a) gender, (b) ethnicity and (c) age received the Civil Service Employment Policy Performance Management System's (i) exceeded, (ii) met and (iii) must improve performance mark in 2013-14.","<p>The following tables contain the information requested for officials in the Law Officers’ Departments who received a performance appraisal in the 2013-14 reporting year. Ethnicity data is based on confidential voluntary declarations and therefore only covers staff who have chosen to make such a declaration.</p><p> </p><p> </p><p> </p><p> </p><p> </p><table><tbody><tr><td colspan=""4""><p><strong>Crown Prosecution Service <sup>1</sup></strong></p></td></tr><tr><td><p><strong>Gender</strong></p></td><td><p><strong>Exceeded</strong></p><p><strong> </strong></p></td><td><p><strong>Achieved</strong></p><p><strong>(Met)</strong></p></td><td><p><strong>Not Achieved</strong></p><p><strong>(Must Improve)</strong></p></td></tr><tr><td><p>Female</p></td><td><p>474</p></td><td><p>3225</p></td><td><p>57</p></td></tr><tr><td><p>Male</p></td><td><p>263</p></td><td><p>1675</p></td><td><p>37</p></td></tr><tr><td><p><strong>Ethnicity</strong></p></td><td><p><strong>Exceeded</strong></p></td><td><p><strong>Achieved</strong></p><p><strong>(Met)</strong></p></td><td><p><strong>Not Achieved</strong></p><p><strong>(Must Improve)</strong></p></td></tr><tr><td><p>BME</p></td><td><p>92</p></td><td><p>762</p></td><td><p>35</p></td></tr><tr><td><p>White</p></td><td><p>562</p></td><td><p>3513</p></td><td><p>47</p></td></tr></tbody></table><p> </p><p> </p><p> </p><table><tbody><tr><td><p><strong>Age</strong></p></td><td><p><strong>Exceeded</strong></p></td><td><p><strong>Achieved</strong></p><p><strong>(Met)</strong></p></td><td><p><strong>Not Achieved</strong></p><p><strong>(Must Improve)</strong></p></td></tr><tr><td><p><strong>16-19</strong></p></td><td><p>*</p></td><td><p>36</p></td><td><p>*</p></td></tr><tr><td><p><strong>20-29</strong></p></td><td><p>57</p></td><td><p>320</p></td><td><p>*</p></td></tr><tr><td><p><strong>30-39</strong></p></td><td><p>187</p></td><td><p>1162</p></td><td><p>15</p></td></tr><tr><td><p><strong>40-49</strong></p></td><td><p>302</p></td><td><p>1887</p></td><td><p>40</p></td></tr><tr><td><p><strong>50-59</strong></p></td><td><p>168</p></td><td><p>1275</p></td><td><p>33</p></td></tr><tr><td><p><strong>60-64</strong></p></td><td><p>17</p></td><td><p>171</p></td><td><p>*</p></td></tr><tr><td><p><strong>65+</strong></p></td><td><p>*</p></td><td><p>49</p></td><td><p>*</p></td></tr></tbody></table><p> </p><p><strong><sup>1.</sup></strong> <em>The source data has been extracted from the CPS e-PDR database using the base data report of 29/09/14. Consequent change to data input may mean that this data will change at some point in the future.</em></p><p> </p><p><em>* Staff</em><em> numbers which are less than five have been suppressed to preserve staff confidentiality.</em></p><p> </p><p><em> </em></p><p> </p><p> </p><p> </p><table><tbody><tr><td colspan=""4""><p><strong>Treasury Solicitor’s Department <sup>1</sup></strong></p></td></tr><tr><td><p><strong>Gender</strong></p></td><td><p><strong>Exceeded</strong></p><p><strong> </strong></p></td><td><p><strong>Met</strong></p></td><td><p><strong>Must Improve</strong></p></td></tr><tr><td><p>Female</p></td><td><p>232</p></td><td><p>525</p></td><td><p>27</p></td></tr><tr><td><p>Male</p></td><td><p>120</p></td><td><p>337</p></td><td><p>28</p></td></tr><tr><td><p><strong>Ethnicity</strong></p></td><td><p><strong>Exceeded</strong></p></td><td><p><strong>Met</strong></p></td><td><p><strong>Must Improve</strong></p></td></tr><tr><td><p>Asian/Asian British</p></td><td><p>21</p></td><td><p>62</p></td><td><p>7</p></td></tr><tr><td><p>Black/African/Carib</p></td><td><p>18</p></td><td><p>64</p></td><td><p>*</p></td></tr><tr><td><p>Mixed/multiple ethnic</p></td><td><p>6</p></td><td><p>24</p></td><td><p>*</p></td></tr><tr><td><p>Other Ethnic</p></td><td><p>*</p></td><td><p>8</p></td><td><p>*</p></td></tr><tr><td><p>White</p></td><td><p>183</p></td><td><p>371</p></td><td><p>20</p></td></tr></tbody></table><p> </p><p> </p><p> </p><table><tbody><tr><td><p><strong>Age</strong></p></td><td><p><strong>Exceeded</strong></p></td><td><p><strong>Met</strong></p></td><td><p><strong>Must Improve</strong></p></td></tr><tr><td><p><strong>16-24</strong></p></td><td><p>*</p></td><td><p>*</p></td><td><p>*</p></td></tr><tr><td><p><strong>25-29</strong></p></td><td><p>30</p></td><td><p>37</p></td><td><p>*</p></td></tr><tr><td><p><strong>30-34</strong></p></td><td><p>79</p></td><td><p>125</p></td><td><p>5</p></td></tr><tr><td><p><strong>35-39</strong></p></td><td><p>64</p></td><td><p>159</p></td><td><p>5</p></td></tr><tr><td><p><strong>40-44</strong></p></td><td><p>65</p></td><td><p>143</p></td><td><p>*</p></td></tr><tr><td><p><strong>45-49</strong></p></td><td><p>36</p></td><td><p>105</p></td><td><p>12</p></td></tr><tr><td><p><strong>50-54</strong></p></td><td><p>35</p></td><td><p>104</p></td><td><p>7</p></td></tr><tr><td><p><strong>55-59</strong></p></td><td><p>13</p></td><td><p>46</p></td><td><p>8</p></td></tr><tr><td><p><strong>60-64</strong></p></td><td><p>7</p></td><td><p>19</p></td><td><p>5</p></td></tr><tr><td><p><strong>65+</strong></p></td><td><p>*</p></td><td><p>10</p></td><td><p>*</p></td></tr></tbody></table><p> </p><p><em><sup>1.</sup></em> <em>Tsol data also covers staff employed by the Attorney General’s Office and HMCPSI.</em></p><p> </p><p><em>* Staff</em><em> numbers which are less than five have been suppressed to preserve staff confidentiality.</em></p><p> </p><p> </p><p> </p><table><tbody><tr><td colspan=""4""><p><strong>Serious Fraud Office<sup>1</sup></strong></p></td></tr><tr><td><p><strong>Gender</strong></p></td><td><p><strong>Outstanding</strong></p><p><strong>(Exceeded)</strong></p></td><td><p><strong>Effective</strong></p><p><strong>(Met)</strong></p></td><td><p><strong>Unsatisfactory</strong></p><p><strong>(Must Improve)</strong></p></td></tr><tr><td><p>Female</p></td><td><p>28</p></td><td><p>86</p></td><td><p>*</p></td></tr><tr><td><p>Male</p></td><td><p>37</p></td><td><p>116</p></td><td><p>*</p></td></tr><tr><td><p><strong>Ethnicity</strong></p></td><td><p><strong>Outstanding</strong></p><p><strong>(Exceeded)</strong></p></td><td><p><strong>Effective</strong></p><p><strong>(Met)</strong></p></td><td><p><strong>Unsatisfactory</strong></p><p><strong>(Must Improve)</strong></p></td></tr><tr><td><p>BME</p></td><td><p>9</p></td><td><p>47</p></td><td><p>*</p></td></tr><tr><td><p>White</p></td><td><p>44</p></td><td><p>108</p></td><td><p>*</p></td></tr></tbody></table><p> </p><p> </p><p> </p><table><tbody><tr><td><p><strong>Age</strong></p></td><td><p><strong>Outstanding</strong></p><p><strong>(Exceeded)</strong></p></td><td><p><strong>Effective</strong></p><p><strong>(Met)</strong></p></td><td><p><strong>Unsatisfactory</strong></p><p><strong>(Must Improve)</strong></p></td></tr><tr><td><p><strong>25 or under</strong></p></td><td><p>*</p></td><td><p>9</p></td><td><p>*</p></td></tr><tr><td><p><strong>26-35</strong></p></td><td><p>14</p></td><td><p>51</p></td><td><p>*</p></td></tr><tr><td><p><strong>36-45</strong></p></td><td><p>23</p></td><td><p>61</p></td><td><p>*</p></td></tr><tr><td><p><strong>46-55</strong></p></td><td><p>18</p></td><td><p>57</p></td><td><p>*</p></td></tr><tr><td><p><strong>56+</strong></p></td><td><p>8</p></td><td><p>24</p></td><td><p>*</p></td></tr></tbody></table><p> </p><p><em>* Staff</em><em> numbers which are less than five have been suppressed to preserve staff confidentiality.</em></p><p><strong><br> </strong></p>","Healey, John","Labour","Wentworth and Dearne","Buckland, Robert",2014-09-26,2014-10-14,21,"executive, departments, law"
"726",726,"209604","To ask the Attorney General, what targets have been set for the release of The Law Officers' Departments' material to the National Archives; what progress has been made in meeting those targets; and how many staff in The Law Officers' Departments are engaged in reviewing records for that purpose.","<p>The Attorney General’s Office and the HM Crown Prosecution Service do not have any internal targets for the release of material to the National Archives (TNA) beyond the normal annual transfer. Neither office has anyone working full time on the transfer of material to TNA.</p><p> </p><p> </p><p> </p><p>The Serious Fraud Office, which was formed in 1988, is currently undertaking an extensive review of all aspects of data and record retention and disposal, including transfer of material to the TNA under the 20 year rule. A number of staff are engaged in this work but it is not possible to separate staff resources involved in reviewing records for transfer from the overall staff resources involved in the review.</p><p> </p><p><em> </em></p><p> </p><p>The Crown Prosecution Service (CPS) has an internal target to transfer approximately 80 criminal case files per calendar year to the TNA. To date the CPS has transferred cases up to 1977.</p><p> </p><p> </p><p> </p><p>To meet the transitional timetable for moving from the 30 to 20 year rule, the CPS has outsourced the work required to prepare cases for permanent preservation for the years 1978 to 1984. 1978 cases will be ready for transfer to TNA by January, 2015. For 1979 to 1984 cases, applications for closure will be put before the next Lord Chancellor’s Advisory Council meeting in February, 2015.</p><p> </p><p> </p><p> </p><p>The CPS has two full time case reviewers.</p><p> </p><p><em> </em></p><p> </p><p>In 2013 the Treasury Solicitor’s Department (TSol) transferred 10 records to The TNA under the 20 year rule. TSol will meet the targets set to transfer records to TNA this year. An outstanding backlog of 300 files identified prior to the introduction of the 20 year rule was also transferred to TNA during 2013.</p><p> </p><p> </p><p> </p><p>There are currently two staff in TSol engaged in reviewing records for that purpose.</p><p> </p>","Beith, Sir Alan","Not found","Berwick-upon-Tweed","Buckland, Robert",2014-09-26,2014-10-14,30,"progress, expenditure, made"
