"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"386",386,"5465","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps she plans to take to ensure that the UK film and television industry maintains the right to contract freely on the basis of territorially exclusive licences during discussions on the Data Single Market proposals between the European Commission and European Parliament.","<p>The UK Government believes that copyright owners should remain able to tailor content to different markets and to license on a territorial basis. While we remain in the EU we are continuing to take an active part in negotiations regarding the DSM ensuring that British views are heard.</p><p> </p><p>We are keen to ensure that the ability of audio-visual producers to license their content territorially does not change when we leave the EU.</p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matt",2017-07-17,2017-07-20,9,"industry, tourism, emergency"
"387",387,"5360","To ask the Secretary of State for Digital, Culture, Media and Sport, pursuant to the Answer of 13 July 2017 to Question 3683, on social media: hate crime, (a) at what location and (b) on what dates Ministers or officials of  her Department visited social media companies since 2015.","<p>Details of Ministerial meetings are published quarterly on <a href=""http://gov.uk/"" target=""_blank"">Gov.uk</a> (<a href=""https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-january-to-31-march-2017"" target=""_blank"">https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-january-to-31-march-2017</a>)</p>","Mann, John","Labour","Bassetlaw","Hancock, Matt",2017-07-17,2017-07-24,55,"officials, met, 13"
"388",388,"5361","To ask the Secretary of State for Digital, Culture, Media and Sport, pursuant to the Answer of 13 July 2017 to Question 3685, on what dates Ministers or officials from her Department met social media companies in 2017; whom they met; and which meetings involved Ministers.","<p>Details of Ministerial meetings are published quarterly on <a href=""http://gov.uk/"" target=""_blank"">Gov.uk</a> (<a href=""https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-january-to-31-march-2017"" target=""_blank"">https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-january-to-31-march-2017</a>)</p>","Mann, John","Labour","Bassetlaw","Hancock, Matt",2017-07-17,2017-07-24,55,"officials, met, 13"
"389",389,"5282","To ask the Secretary of State for Digital, Culture, Media and Sport, what protocol or policies exist to regulate formal flag flying on her Department's sites (a) in Great Britain, (b) in Northern Ireland and (c) internationally.","<p>Flag Flying in England, Scotland and Wales is deregulated therefore any individual may fly any flag at any time, so long as they have the necessary planning permission. DCMS issues guidance on the designated days for flying the Union Flag and on occasion when and how to half mast. Northern Ireland must adhere to the Flags Regulations (2000).</p><p> </p><p>Policies concerning buildings outside the UK do not fall under DCMS’ remit.</p>","Robinson, Gavin","Democratic Unionist Party","Belfast East","Glen, John",2017-07-17,2017-07-20,90,"britain, politicians, statues"
"390",390,"5202","To ask the Secretary of State for Digital, Culture, Media and Sport, when she plans to publish a code of practice for providers of online social media platforms.","<p>I refer the Hon Member to the response to PQ 4728.</p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Hancock, Matt",2017-07-17,2017-07-24,47,"code, practice, platforms"
"391",391,"5203","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps are being taken to ensure that all employers are aware that they cannot monitor employees' on-line services accounts covertly unless it is part of a lawful investigation in England and Wales.","<p>The Information Commissioner is the UK's independent authority responsible for administering and enforcing information rights and provides guidance and advice to individuals and organisations on, among other things, the protection of individual's data. The Information Commissioner's Office (ICO) has produced guidance for employers on staff monitoring. This guidance can be found at:</p><p><a href=""https://ico.org.uk/media/for-organisations/documents/1128/quick_guide_to_the_employment_practices_code.pdf"" target=""_blank"">https://ico.org.uk/media/for-organisations/documents/1128/quick_guide_to_the_employment_practices_code.pdf</a></p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Hancock, Matt",2017-07-17,2017-07-24,94,"device, permitted, monitor"
"392",392,"5199","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps are being taken to ensure that cloud account holders who have given permission for their location data to be collected be given reminders every six months so that they have an opportunity to withdraw that permission.","<p>The forthcoming Data Protection Bill will introduce a number of new rights and safeguards for individuals, including renewed rights on consent and the withdrawal of that consent, in particular circumstances. The Information Commissioner's Office (ICO) recently published draft guidance on consent under the General Data Protection Regulation (GDPR). The draft guidance can be found at: <a href=""https://ico.org.uk/media/about-the-ico/consultations/2013551/draft-gdpr-consent-guidance-for-consultation-201703.pdf"" target=""_blank"">https://ico.org.uk/media/about-the-ico/consultations/2013551/draft-gdpr-consent-guidance-for-consultation-201703.pdf</a></p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Hancock, Matt",2017-07-17,2017-07-24,49,"data, 24, paper"
"393",393,"5543","To ask the Secretary of State for Digital, Culture, Media and Sport, pursuant to the Answer of 30 June 2017 to Question 609, on Channel Four Television: location, what account she will take of the responses to the consultation Increasing the Regional Impact of Channel 4 Corporation in any decision to relocate Channel 4 outside London.","<p>The government's consultation closed on 5 July and we will set out the next steps on this issue in due course.</p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matt",2017-07-17,2017-07-20,51,"channel, relocate, corporation"
"394",394,"5577","To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment she has made of the role of the Board of Channel 4 Corporation in any decision on (a) the relocation of Channel 4 and (b) the location of Channel 4 staff.","<p>The government's consultation closed on 5 July and we will set out the next steps on this issue in due course.</p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matt",2017-07-17,2017-07-20,51,"channel, relocate, corporation"
"395",395,"5570","To ask the Secretary of State for Digital, Culture, Media and Sport, what recent assessment she has made of the effect of a new immigration visa system on non-UK EU creative freelancers working in the UK when the UK leaves the EU.","<p>The Secretary of State for Digital, Culture, Media and Sport has held a series of roundtables with the sector on the impacts and opportunities affecting the creative industries as a result of the UK’s exit from the EU.</p>","Brennan, Kevin","Labour","Cardiff West","Hancock, Matt",2017-07-17,2017-07-20,39,"eu, uk, leave"
"396",396,"5572","To ask the Secretary of State for Digital, Culture, Media and Sport, what recent discussions she has had with ministerial colleagues in the Department for Education on the provision of careers advice in schools on the creative industries.","<p>The Secretary of State has regular discussions with ministerial colleagues in the Department for Education on a range of issues relating to the creative industries, including the provision of careers advice. The creative industries are a focus of the Government’s Industrial Strategy Green Paper and Sir Peter Bazalgette is reviewing access to skills and talent as part of his sector review.</p>","Brennan, Kevin","Labour","Cardiff West","Hancock, Matt",2017-07-17,2017-07-20,53,"dangers, educate, online"
"397",397,"5553","To ask the Secretary of State for Digital, Culture, Media and Sport, pursuant to the Answer of 12 July 2017 to Question 3157, on public sector: mutual societies and social impact bonds, how many mutuals were created in each year since 2009.","<p><strong> </strong></p><p>The number of public service mutuals in England has grown from approximately 9 at the beginning of 2010 to more than 100 today. Based on the information held by DCMS, the number created each year since 2009 is:<br></p><p>2009: 1</p><p>2010: 4</p><p>2011: 43</p><p>2012: 13</p><p>2013: 17</p><p>2014: 12</p><p>2015: 11</p><p>2016: 2</p><p>2017 (to date): 3</p><p><br> There is no obligation for new public service mutuals to inform DCMS that they have spun out, so these numbers reflect the extent of our knowledge of the sector.</p>","Reed, Steve","Labour (Co-op)","Croydon North","Crouch, Tracey",2017-07-17,2017-07-20,80,"impact, movement, free"
"398",398,"5481","To ask the Secretary of State for Digital, Culture, Media and Sport, what meetings she and Ministers of her Department have held with gambling companies, campaigners and charities on her Department's review of fixed-odds betting terminals.","<p>In October 2016 the government launched a call for evidence on stakes and prizes of gaming machines, their numbers and locations, and social responsibility measures to protect players and communities from gambling-related harm. The Gambling Minister held several meetings to help inform the analysis of evidence and responses.</p><p>These included meetings with the National Casino Forum (NCF) in November 2016, and the British Amusement and Gaming Machine industry trade body BACTA, the Association of British Bookmakers (ABB), independent bookmakers, the Bingo Association, the Campaign for Fairer Gambling, the Local Government Association and Newham Council in January 2017.</p>","Lammy, David","Labour","Tottenham","Crouch, Tracey",2017-07-17,2017-07-20,5,"odds, betting, terminals"
"399",399,"5542","To ask the Secretary of State for Digital, Culture, Media and Sport, pursuant to the Answer of 30 June 2017 to Question 609, on Channel Four Television: location, what account she will take of (a) the financial effect of an increased Nations and Regions commitment on Channel 4 Corporation, (b) the state of the advertising market and broader economy and (c) the effect of any decision to relocate Channel 4 outside London on the UK independent production sector.","<p>The government's consultation closed on 5 July and we will set out the next steps on this issue in due course.</p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matt",2017-07-17,2017-07-20,51,"channel, relocate, corporation"
"400",400,"5442","To ask the Secretary of State for Digital, Culture, Media and Sport, what plans she has for the consultation on the code of practice to be issued to providers of online social media platforms to include (a) hate conduct and (b) extremist content.","<p>I refer the Hon Member to the response to PQ 4728.</p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Hancock, Matt",2017-07-17,2017-07-24,47,"code, practice, platforms"
"401",401,"5443","To ask the Secretary of State for Digital, Culture, Media and Sport, whether she plans to include in the consultation on the code of practice for providers of online social media platforms reference to how that code might be updated periodically in the light of future technical developments.","<p>I refer the Hon Member to the response to PQ 4728.</p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Hancock, Matt",2017-07-17,2017-07-24,47,"code, practice, platforms"
"402",402,"5444","To ask the Secretary of State for Digital, Culture, Media and Sport, from whom will she seek contributions from for the consultation on the code of practice for social media providers.","<p>I refer the Hon Member to the response to PQ 4728.</p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Hancock, Matt",2017-07-17,2017-07-24,47,"code, practice, platforms"
"403",403,"5445","To ask the Secretary of State for Digital, Culture, Media and Sport, what plans she has for the consultation on the code of practice for providers of online social media platforms to include provision for how such providers might co-operate fully with the police in the event that posted content might be criminal.","<p>I refer the Hon Member to the response to PQ 4728.</p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Hancock, Matt",2017-07-17,2017-07-24,47,"code, practice, platforms"
"404",404,"5563","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps she is taking to ensure that British musicians will continue to be able to travel across Europe for touring and rehearsal purposes after the UK has left the EU.","<p>I refer the Hon. Member to the response to PQ 3046.</p>","Zeichner, Daniel","Labour","Cambridge","Hancock, Matt",2017-07-17,2017-07-24,39,"eu, uk, leave"
"405",405,"5034","To ask the Secretary of State for Digital, Culture, Media and Sport, whether she has had discussions with the Big Lottery on jobs and staffing levels at its Newcastle site.","<p>I have had no discussions but The Fund is led by a non-executive board and has operational autonomy; therefore, the shape or form that these organisational changes should take is an independent decision and is not a matter for the Secretary of State.</p>","Onwurah, Chi","Labour","Newcastle upon Tyne Central","Crouch, Tracey",2017-07-14,2017-07-19,30,"lottery, big, fund"
"406",406,"5021","To ask the Secretary of State for Digital, Culture, Media and Sport, how many staff in her Department have responsibilities relating to the UK leaving the EU.","<p>The Department for Exiting the European Union is doing detailed work with departments to prepared for the upcoming negotiations by understanding the risks and opportunities of leaving the EU and coordinating planning. Staff within the DCMS EU Team lead on providing advice to Ministers on EU Exit and related issues. Members of staff across the Department also provide advice and analyses on EU Exit issues as required. Given the interactions between EU exit work and the Department's other priorities, it would not be possible to give an accurate figure.</p>","Williams, Hywel","Plaid Cymru","Arfon","Hancock, Matt",2017-07-14,2017-07-24,39,"eu, uk, leave"
"407",407,"5035","To ask the Secretary of State for Digital, Culture, Media and Sport, what discussions she has had with the Chancellor of the Exchequer on the extension of museums and galleries tax relief to permanent exhibitions.","<p>The Chancellor of the Exchequer announced at the Autumn Statement in November 2016 that the tax relief will include permanent exhibitions.</p><p><strong> </strong></p>","Brennan, Kevin","Labour","Cardiff West","Glen, John",2017-07-14,2017-07-19,22,"chancellor, exchequer, tax"
"408",408,"4902","To ask the Secretary of State for Digital, Culture, Media and Sport, how many of the companies represented on the Government's Digital Economy Council are headquartered in (a) Newcastle, (b) the North East and (c) the North of England.","<p>The Digital Economy Council is representative of the tech community across the UK and its membership will include companies headquartered in Newcastle, the North East and the North of England. The full membership of the Digital Economy Council will shortly be published on GOV.UK.</p>","Onwurah, Chi","Labour","Newcastle upon Tyne Central","Hancock, Matt",2017-07-13,2017-07-18,42,"economy, representative, council"
"409",409,"4884","To ask the Secretary of State for Digital, Culture, Media and Sport, when she plans to publish the outcome of the consultation Increasing the Regional Impact of Channel 4.","<p>The government's consultation closed on 5 July and we will set out the next steps on this issue in due course.</p>","Brabin, Tracy","Labour (Co-op)","Batley and Spen","Hancock, Matt",2017-07-13,2017-07-19,40,"increase, lgbt, control"
"410",410,"4903","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps she is taking to ensure that the Digital Economy Council is representative of the digital sector in all regions of the UK.","<p>The Digital Economy Council and the Digital Economy Advisory Group are both representative of the tech community across the UK. They include international companies as well as businesses and tech organisations from Scotland, Wales, Northern Ireland and England, representing some of the UK's most successful and innovative digital sectors. The full membership of the Digital Economy Council and Digital Economy Advisory Group will shortly be published on GOV.UK.</p>","Onwurah, Chi","Labour","Newcastle upon Tyne Central","Hancock, Matt",2017-07-13,2017-07-18,42,"economy, representative, council"
"411",411,"4876","To ask the Secretary of State for Digital, Culture, Media and Sport, when she plans to publish a response to the Consultation on Prohibiting Third Party Betting on the Outcome of non-UK EuroMillions.","<p>The consultation on prohibiting third party betting on non-UK EuroMillions draws closed on 2 May 2017. We are currently analysing the responses and will publish a response in due course.</p>","Davies, Philip","Conservative","Shipley","Crouch, Tracey",2017-07-13,2017-07-20,95,"outcome, prohibiting, euromillions"
"412",412,"4877","To ask the Secretary of State for Digital, Culture, Media and Sport, what meetings (a) Ministers and (b) officials of her Department have had with representatives from (i) Camelot, (ii) Lottoland, (iii) the Health Lottery and (iv) the People's Postcode Lottery in each of the last 24 months.","<p>a) Details of ministerial meetings can be found on gov.uk and are published quarterly. DCMS ministerial meetings for the past 24 months can be found at:</p><p> </p><p><a href=""https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-january-to-31-march-2017"" target=""_blank"">https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-january-to-31-march-2017</a></p><p> </p><p><a href=""https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-october-to-31-december-2016"" target=""_blank"">https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-october-to-31-december-2016</a></p><p> </p><p><a href=""https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-july-to-30-september-2016"" target=""_blank"">https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-1-july-to-30-september-2016</a></p><p> </p><p><a href=""https://www.gov.uk/government/publications/dcms-ministerial-hospitality-overseas-travel-meetings-and-gifts-1-april-2016-to-30-june-2016"" target=""_blank"">https://www.gov.uk/government/publications/dcms-ministerial-hospitality-overseas-travel-meetings-and-gifts-1-april-2016-to-30-june-2016</a></p><p> </p><p><a href=""https://www.gov.uk/government/publications/dcms-ministerial-hospitality-overseas-travel-meetings-and-gifts-1-january-2016-to-31-march-2016"" target=""_blank"">https://www.gov.uk/government/publications/dcms-ministerial-hospitality-overseas-travel-meetings-and-gifts-1-january-2016-to-31-march-2016</a></p><p> </p><p><a href=""https://www.gov.uk/government/publications/dcms-ministerial-hospitality-overseas-travel-meetings-and-gifts-1-october-2015-to-31-december-2015"" target=""_blank"">https://www.gov.uk/government/publications/dcms-ministerial-hospitality-overseas-travel-meetings-and-gifts-1-october-2015-to-31-december-2015</a></p><p> </p><p><a href=""https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-july-to-september-2015"" target=""_blank"">https://www.gov.uk/government/publications/dcms-ministerial-gifts-hospitality-travel-and-meetings-july-to-september-2015</a></p><p> </p><p>b) Officials of the department meet regularly with Camelot and the Gambling Commission to discuss their role as Lottery operator.</p><p> </p><p>In the last 24 months, officials have met with Lottoland 2 times (03/07/17 and 29/07/17), The Health Lottery once (03/05/2016) and The People's Postcode Lottery 2 times (18/03/16 and 27/10/17). These dates exclude ministerial meetings which were also attended by officials.</p>","Davies, Philip","Conservative","Shipley","Crouch, Tracey",2017-07-13,2017-07-20,55,"officials, met, 13"
"413",413,"4873","To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment her Department has made of the effect on funding for good causes of the strategic review announced by the Camelot Group.","<p>We welcome Camelot’s decision to launch a strategic review of their business in the light of disappointing National Lottery good cause returns in 2016/17. The review is due to conclude later in the year.</p>","Davies, Philip","Conservative","Shipley","Crouch, Tracey",2017-07-13,2017-07-20,57,"grant, fund, tampon"
"414",414,"4874","To ask the Secretary of State for Digital, Culture, Media and Sport, whether she expects to make a decision on prohibiting third-party betting on the outcome of non-UK EuroMillions before Camelot has completed its strategic review.","<p>The consultation on prohibiting third party betting on non-UK EuroMillions draws closed on 2 May 2017. We are currently analysing the responses and will publish a response in due course.</p>","Davies, Philip","Conservative","Shipley","Crouch, Tracey",2017-07-13,2017-07-20,95,"outcome, prohibiting, euromillions"
"415",415,"4875","To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment her Department has made on the effect of non-UK EuroMillions draws on funds provided to good causes in the UK.","<p>The department published an impact assessment alongside its consultation on prohibiting third-party betting on non-UK EuroMillions.</p><p> </p><p>The impact assessment is available at: <a href=""https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/596674/Prohibition_on_Betting_on_EuroMillions_-_Impact_Assessment_2016-17.pdf"" target=""_blank"">https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/596674/Prohibition_on_Betting_on_EuroMillions_-_Impact_Assessment_2016-17.pdf</a></p>","Davies, Philip","Conservative","Shipley","Crouch, Tracey",2017-07-13,2017-07-20,57,"grant, fund, tampon"
"416",416,"4838","To ask the Secretary of State for Digital, Culture, Media and Sport, what discussions she has had with the British Racing Drivers' Club on the continuation of the Formula 1 British Grand Prix.","<p>The British Racing Drivers Club (BRDC) has kept me informed about their discussions on the future of Formula 1 British Grand Prix. Both BRDC and the Formula One Group have said that they will continue discussions to look to secure the future of the British Grand Prix.</p>","Tomlinson, Justin","Conservative","North Swindon","Crouch, Tracey",2017-07-13,2017-07-19,79,"grand, prix, british"
"417",417,"HL817","Her Majesty's Government what proposals they have to increase charitable giving from higher-rate tax payers.","<p>The UK is the most generous place in Europe and one of the most generous places in the world. In 2016 alone, the British public donated around £10 billion to charitable causes and 73% of people gave money in an average month. This is a level of generosity that deserves to be celebrated. To help build a compassionate country that works for everyone, this Government will make it as easy and compelling as possible for people to give.</p><p> </p><p>The Government currently offers several schemes to incentivise higher-rate taxpayers to give. Tax relief is offered when donations are made through Gift Aid, when donating land, property, shares, or if gifts are left to charity in a will. Relief is also available for any individual or company who donates cultural artefacts through the Cultural Gift Scheme.</p><p> </p><p>At the Giving Roundtables held in 2016, the Government heard about opportunities to increase charitable giving by higher-rate taxpayers. Further announcements about those opportunities will follow.</p><p>The £4m Libraries: Opportunities for Everyone innovation fund, managed by Arts Council England on behalf of DCMS, was set up to pilot library service projects that provide benefit disadvantaged people and places in England. These pilots will be tracked and evaluated, with a view to encouraging wider adoption and investment in those which prove most successful.</p>","Baroness Armstrong of Hill Top","Not found",NA,"Lord Ashton of Hyde",2017-07-13,2017-07-25,96,"charitable, mentoring, fundraising"
"418",418,"HL819","Her Majesty's Government how they intend to monitor the effectiveness of grants given to those charities that have a turnover of less than £250,000 per year.","<p>All grants managed by the Office for Civil Society are consistent with the Government Grants Minimum Standards, which provide guidance on effective grant monitoring. All payments to grantees are subject to the satisfactory and timely completion of monitoring reports that set out the use of funds to date as well as progress against pre-agreed milestones, outputs and outcomes.</p>","Baroness Armstrong of Hill Top","Not found",NA,"Lord Ashton of Hyde",2017-07-13,2017-07-25,88,"000, 150, 100"
"419",419,"HL721","Her Majesty's Government what direct investment they made into library services in 2016–17.","<p>The Department for Digital, Culture, Media and Sport invested £4 million in 2016-17 in the Arts Council managed Libraries: Opportunities for Everyone innovation fund. This supports innovative public library service projects that benefit disadvantaged people and places in England.</p><p> </p><p>DCMS also invested in dedicated support for library services exploring an alternative delivery model (such as a public service mutual). This involved commissioning a consortium of existing library mutuals to produce a toolkit for the Libraries Taskforce on Alternative Delivery Models; running two Masterclasses (one in London and one in York); and providing grants to support library services undertaking detailed options appraisals through access to specialist technical advice.</p>","Lord Mawson","Not found",NA,"Lord Ashton of Hyde",2017-07-12,2017-07-19,91,"2016, investment, 17"
"420",420,"HL722","Her Majesty's Government what (1) research they have commissioned, and (2) consultation they have undertaken, in relation to the role of library services in a digital age.","<p>The Libraries Taskforce, jointly established by the Department for Digital, Culture, Media and Sport and the Local Government Association, published Libraries Deliver: Ambition for Public Libraries in England 2016-2021 in December 2016. This strategy sets out 7 strategic Outcomes that libraries support, one of which is increasing digital access and literacy, and it highlights a range of initiatives through which libraries support digital skills, access, skills and related work. This document was produced following extensive consultation with the sector and stakeholders. The UK Digital Strategy also underlined the importance of libraries as a ‘go to provider’ for digital skills training.</p>","Lord Mawson","Not found",NA,"Lord Ashton of Hyde",2017-07-12,2017-07-19,58,"users, service, libraries"
"421",421,"HL723","Her Majesty's Government what assessment they have made of the appropriateness of the provision of library services in a digital age.","<p>The Libraries Taskforce, jointly established by the Department for Digital, Culture, Media and Sport and the Local Government Association, published Libraries Deliver: Ambition for Public Libraries in England 2016-2021 in December 2016. This strategy sets out 7 strategic Outcomes that libraries support, one of which is increasing digital access and literacy, and it highlights a range of initiatives through which libraries support digital skills, access, skills and related work. This document was produced following extensive consultation with the sector and stakeholders. The UK Digital Strategy also underlined the importance of libraries as a ‘go to provider’ for digital skills training.</p>","Lord Mawson","Not found",NA,"Lord Ashton of Hyde",2017-07-12,2017-07-19,58,"users, service, libraries"
"422",422,"HL724","Her Majesty's Government what steps they are taking to promote new approaches to library services; and what evidence they have of examples of innovative practice in this area in England.","<p>The Government is committed to providing support for those library services that want to explore new approaches. The Libraries Taskforce’s Libraries Deliver: Ambition for Public Libraries in England 2016 to 2021 strategy document, good practice toolkits and blogs promote a range of examples of innovative practice already underway in libraries in England. These include alternative delivery models, income generation, partnerships and specific projects. The Libraries Taskforce has also run a number of workshops and masterclasses for the sector to build awareness of the options available and to share good practice.</p><p> </p><p>The £4m Libraries: Opportunities for Everyone innovation fund, managed by Arts Council England on behalf of DCMS, was set up to pilot library service projects that provide benefit disadvantaged people and places in England. These pilots will be tracked and evaluated, with a view to encouraging wider adoption and investment in those which prove most successful.</p>","Lord Mawson","Not found",NA,"Lord Ashton of Hyde",2017-07-12,2017-07-19,58,"users, service, libraries"
"423",423,"HL725","Her Majesty's Government what evidence they have of partnerships being created between library services and other local and public sector services.","<p>The Libraries Taskforce’s Libraries Deliver: Ambition for Public Libraries in England 2016 to 2021 strategy document, good practice toolkits and blogs contain a range of examples of partnerships between library services and other local and public sector services. This includes partnership arrangements between local authorities (such as procurement consortia), as well as service delivery partnerships with other council services (such as One Stop Shops), adult and community education, local colleges, job centres, post offices, Citizens Advice Bureau, tourist information, cultural and health organisations.</p><p> </p><p>A range of partners also work with library services to deliver services and activities in a consistent way across the country through the Society of Chief Librarians’ Universal Offers.</p>","Lord Mawson","Not found",NA,"Lord Ashton of Hyde",2017-07-12,2017-07-19,2,"local, libraries, authorities"
"424",424,"4464","To ask the Secretary of State for Digital, Culture, Media and Sport, how much funding has been allocated to the Mayflower 400 year anniversary celebrations in (a) 2017, (b) 2018, (c) 2019, (d) 2020 and (e) 2021.","<p>DCMS, through VisitBritain, has allocated £260,000 in 2016-17 and £240,000 in 2017-18 towards the Mayflower 400 celebrations. Additionally, Mayflower 400 received a £35,000 Arts Council England grant towards the Mayflower Museum in February 2015. Plymouth has received other Arts Council grants which will benefit the celebrations indirectly.</p>","Pollard, Luke","Labour (Co-op)","Plymouth, Sutton and Devonport","Glen, John",2017-07-12,2017-07-18,68,"2021, 2018, 2019"
"425",425,"4523","To ask the Secretary of State for Digital, Culture, Media and Sport, if she will make it her policy to reduce the maximum stake on fixed-odds betting terminals from £100 to £2.","<p>A review of gaming machines and social responsibility measures was launched in October 2016, this includes a close look at fixed odds betting terminals. Responses to the review's call for evidence are being considered and a response will be published in due course.</p>","Trickett, Jon","Labour","Hemsworth","Crouch, Tracey",2017-07-12,2017-07-17,5,"odds, betting, terminals"
"426",426,"4661","To ask the Secretary of State for Digital, Culture, Media and Sport, if she will postpone the Fox takeover of Sky until the second half of the Leveson Inquiry has been completed.","<p>As set out in previous statements to the House, the Secretary of State's quasi-judicial responsibilities in relation to the proposed acquisition of Sky by 21st Century Fox will be discharged, robustly and transparently. Such decisions must also be taken as promptly as is reasonably practicable.</p><p> </p><p>On 29 June the Secretary of State announced that she is minded-to refer the merger to the Competition and Markets Authority (CMA) on media plurality grounds. In coming to a final decision, consideration will be given to the available evidence before her including any further representations received following the call for evidence which closed on 14 July.</p><p> </p>","Godsiff, Roger","Labour","Birmingham, Hall Green","Hancock, Matt",2017-07-12,2017-07-17,97,"leveson, inquiry, postpone"
"427",427,"4580","To ask the Secretary of State for Digital, Culture, Media and Sport, what plans she has to implement the power to create an offence of breaching limits on internet and other ticket sales contained in section 106 of the Digital Economy Act 2017.","<p>This offence will be enacted by secondary legislation. We will be consulting industry and consumer interests to help inform the drafting of this legislation before giving the European Commission and Member States requisite notice, as the offence falls under the Technical Standards Directive. We will then seek a legislative opportunity to table the regulation which has to be approved by both Houses.</p>","Hodgson, Sharon","Labour","Washington and Sunderland West","Hancock, Matt",2017-07-12,2017-07-21,31,"act, subject, 106"
"428",428,"4694","To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment she has made of Ofcom's performance in issuing Wireless Telegraphy Act link licenses.","<p>None.</p>","Mills, Nigel","Conservative","Amber Valley","Hancock, Matt",2017-07-12,2017-07-21,81,"licensed, ofcom, counterparts"
"429",429,"4576","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps the Government is taking to educate the public of the potential dangers of posting personal information online.","<p>We take the protection of individuals' personal data both online and offline, seriously. The Information Commissioner is the UK's independent authority responsible for administering and enforcing information rights and provides guidance and advice to individuals and organisations on, among other things, the protection of personal data online. The ICO has produced guidance on online safety on its website available at: <a href=""https://ico.org.uk/for-the-public/online/social-networking/"" target=""_blank"">https://ico.org.uk/for-the-public/online/social-networking/</a></p><p> </p><p>As part of the new computing curriculum introduced in 2014 pupils are taught how to use technology safely and respectfully, how to keep personal information private, recognise inappropriate content and behaviour, and where to go for help if they have any concerns about online content or contact.</p><p>The Government's National Cyber Security Strategy (2016-2021, https://www.gov.uk/government/publications/national-cyber-security-strategy-2016-to-2021), backed with £1.9 billion investment, funds the Cyber Aware campaign. Cyber Aware is a cross-government awareness and behaviour change campaign which works with a range of public and private sector partners to encourage the public (and Small and Medium Enterprises) to adopt more secure online behaviour like using a strong separate password for your email account and downloading the latest software updates.</p><p> </p><p><strong> </strong></p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Hancock, Matt",2017-07-12,2017-07-17,53,"dangers, educate, online"
"430",430,"4757","To ask the Secretary of State for Digital, Culture, Media and Sport, what mechanisms she plans to put in place to revise the code of practice for providers of online social media platforms to respond to future technical developments.","<p>The Digital Economy Act requires the Secretary of State, before issuing a code of practice, to consult social media providers to whom the code is intended to give guidance and such other persons as the Secretary of State considers it appropriate to consult. We will take forward this consultation as part of the Internet Safety Strategy.</p><p> </p><p>The detail of what the code of practice will include will be decided following this consultation.</p><p> </p>","Saville Roberts, Liz","Plaid Cymru","Dwyfor Meirionnydd","Hancock, Matt",2017-07-12,2017-07-19,47,"code, practice, platforms"
